A_1	A_2	B_1	B_2
chr1:86458462-86458954	525.011331796646	979.125496983528	1038.07847499847	0
chr1:86475169-86475586	869.086905956268	858.572323441505	865.064978599548	668.153283119202
chr1:86534029-86535226	3856.01963400841	3631.29148721695	4544.47824001312	5552.04281377792
chr1:86550574-86551160	2912.77496767044	1083.50615823269	2642.48718118668	1988.55197429657
chr1:86585020-86585497	964.004015922546	1026.17032277584	173.01299571991	359.927540540695
chr1:86602989-86603600	4300.93809366226	3399.00386953354	2768.21093559265	3006.69056081772
chr1:86604342-86605036	7026.8538916111	4275.21883773804	5314.96585655212	5186.14969539642
chr1:86617013-86617552	3526.77427506447	2955.02267682552	1677.07363986969	1670.3844833374
chr1:86622130-86622907	5358.38446736336	3616.58801555634	4406.06584072113	4871.95748090744
chr1:86635218-86635753	1087.09866893291	812.99728012085	753.18324136734	204.820644617081
chr1:86657720-86658157	907.647303104401	763.012289881706	2028.86525297165	596.565985679626
chr1:86672901-86673694	8231.11053109169	7296.39307832718	7411.88288784027	7345.72323608398
chr1:86724947-86725573	3222.74294745922	2137.60790634155	1557.11796283722	1391.98797941208
chr1:86845947-86846570	889.850026369095	999.708051085472	1734.74363708496	1133.47547292709
chr1:86860995-86861457	2717.01174521446	1594.38649445772	1415.24680566788	1491.41448736191
chr1:86861547-86862353	5657.96084940434	4529.55886733532	5141.94687652588	2783.97448062897
chr1:86875102-86875531	1112.3130261898	992.356491088867	633.227564334869	894.849002361298
chr1:86895305-86896203	9552.53846848011	6725.97433030605	5636.76850271225	6065.08738994598
chr1:86919380-86919864	1588.38173353672	1023.23031318188	1201.86461162567	397.710490226746
chr1:86952599-86953366	3339.90376639366	1886.2131716013	768.177700996399	1523.23176336288
chr1:86981889-86982553	3651.35004210472	1701.70807749033	1628.63000106812	2087.9814863205
chr1:87008301-87008716	1483.08355808258	820.348204016685	461.367988586426	198.854994773865
chr1:87113894-87114427	2932.05419528484	2722.73117804527	1960.82046031952	1590.84248542786
chr1:87140392-87140824	480.518430233002	685.829559385777	597.471545219421	298.282492160797
chr1:87169864-87171351	11142.4066221714	8756.99249112606	13452.3583226204	10290.764124155
chr1:87239052-87240579	13092.6664717197	8201.27788120508	8706.01907062531	6816.76381206512
chr1:87245065-87245552	3099.64331364632	1949.43009066582	2507.53754520416	2863.51749992371
chr1:87253909-87254853	11817.2136442661	6023.97083669901	5919.35692024231	6148.60356712341
chr1:87258630-87259108	3200.49219918251	1816.38056391478	1657.46600103378	3056.40939640999
chr1:87299242-87299679	1705.547529459	1452.51601016521	1509.82874536514	912.745951890945
chr1:87311754-87312435	5613.46341907978	4092.18628007174	2768.21196079254	1789.69848155975
chr1:87332341-87332803	2229.07027971745	1176.12639069557	1153.42147350311	596.566009521484
chr1:87379760-87380475	10908.0761291981	7389.75440859795	5974.71602964401	7417.30455160141
chr1:87380881-87381443	3814.49481320381	2994.71192836761	2504.07669067383	2549.32612848282
chr1:87430611-87431152	934.34232711792	861.513610363007	858.144458770752	688.03830242157
chr1:87527219-87527975	6228.95185947418	3955.45551627874	3612.51342487335	3792.17232012749
chr1:87558887-87559278	1058.92114973068	865.924216032028	551.334746360779	0
chr1:87574400-87574959	1165.70300197601	1062.92442899942	414.077769756317	397.709989547729
chr1:87578950-87579415	1727.79325306416	1073.21524083614	1286.06426954269	695.993483066559
chr1:87581127-87581604	2272.08315134048	1486.33011651039	980.407476425171	942.574677944183
chr1:87587275-87587877	741.542023420334	1785.50614565611	3177.67507314682	3682.7998418808
chr1:87597355-87598010	5235.28612375259	4223.76442575455	4293.03371143341	3273.15725517273
chr1:87606460-87606955	1996.23026156425	1434.13903111219	1269.91638994217	596.564984321594
chr1:87617417-87618108	3052.18624067307	3346.07929468155	2567.51290416718	878.939577579498
chr1:87662762-87663260	1184.98345291615	1278.30244487524	448.680368900299	894.848990440369
chr1:87669576-87670137	2260.22086215019	2029.55338692665	1196.09701108932	646.280235052109
chr1:87686966-87687313	2561.28854942322	1309.91070222855	2427.95570278168	1741.9734249115
chr1:87689823-87690411	7448.04395055771	6011.47523450851	4408.37673377991	4484.18638706207
chr1:87691698-87692496	11080.1119301319	7805.80549287796	7341.52582550049	6852.54478883743
chr1:87702401-87702926	1340.70762896538	865.924143075943	692.051982879639	497.137987613678
chr1:87709129-87709677	1334.77403521538	1874.45193231106	1312.5924282074	2286.8360042572
chr1:87718005-87718622	5804.78317642212	4619.23411083221	2364.51299190521	1889.12498950958
chr1:87756739-87757142	741.541016101837	774.773217201233	1760.12087917328	994.276988506317
chr1:87793834-87794741	10194.7155985832	7919.00026917458	10004.7754898071	8216.70540046692
chr1:87828565-87829277	4603.48673176765	3146.13822579384	3359.91740751266	1889.12599086761
chr1:87857776-87858917	7057.98650932312	4312.71127122641	3806.28890991211	3116.06308484077
chr1:87864294-87864749	2605.77712523937	2097.91678279638	979.254056453705	894.849002361298
chr1:87876412-87877243	2949.85269939899	3026.32078421116	3582.52593612671	2372.34365200996
chr1:87901134-87901679	1557.23806619644	1029.11050319672	1807.40911912918	1724.07584452629
chr1:87978673-87979429	1822.70885503292	1295.20931255817	2493.69500350952	1702.20155096054
chr1:87981403-87981864	1723.34350633621	1240.81454563141	1093.44263362885	1220.97169446945
chr1:87989042-87990262	3219.77427208424	3582.7752443552	6429.17295837402	6136.6748342514
chr1:88039054-88039608	1408.93003344536	773.302951812744	1499.44696426392	1610.7275223732
chr1:88046428-88046978	3264.26617825031	2483.09767317772	1762.42721843719	1592.83101153374
chr1:88054191-88054707	2743.70304942131	2042.05016124249	1507.52090406418	2684.54998731613
chr1:88150268-88151088	3350.28566539288	3203.4755538702	3494.86356258392	3748.41948676109
chr1:88177896-88178387	222.462004423141	1139.37299251556	1008.08905506134	198.854994773865
chr1:88213625-88214072	741.541522741318	967.364080905914	1063.45371437073	548.840786933899
chr1:88219632-88220309	1968.05180835724	2269.18868297338	3424.50344228745	1789.69848155975
chr1:88223299-88223763	1494.94871306419	1071.74564409256	2463.70510292053	1469.5405831337
chr1:88231250-88231826	2080.76580357552	3477.65787041187	1501.75430488586	2191.3865942955
chr1:88232373-88232893	3799.65632271767	2672.0122730732	1942.35973262787	1547.09488725662
chr1:88253140-88253622	2034.79181456566	2331.66863250732	1730.13195991516	1789.69948291779
chr1:88260866-88261424	3486.72624444962	2113.35221636295	2763.59429931641	3177.70759868622
chr1:88265016-88266071	9522.87599647045	7597.04017728567	8748.70071172714	7924.38968539238
chr1:88271406-88272094	2595.39755582809	1681.86139452457	3500.63121080399	2286.83696985245
chr1:88292249-88292778	2224.62856769562	1140.84303724766	1499.44696426392	1193.1324839592
chr1:88298745-88299332	2076.31757259369	808.586952090263	288.354992866516	0
chr1:88319205-88320090	4434.42180514336	3813.5904430151	1667.84527873993	1471.52946472168
chr1:88335233-88335827	2251.32049751282	1710.52901345491	770.484540939331	884.90572810173
chr1:88346475-88346887	648.106974244118	458.689922332764	850.07051897049	1590.84298610687
chr1:88368414-88369040	1408.9295566082	2283.89095622301	2064.6232509613	1889.1264796257
chr1:88421658-88422274	8670.10344362259	5573.37204647064	3485.63422393799	4521.97114038467
chr1:88427877-88428290	2076.31693100929	1374.59696340561	115.341997146606	0
chr1:88429160-88429613	2582.05036008358	2291.24271780252	230.683994293213	198.854994773865
chr1:88433834-88434464	2859.38445711136	2191.26986855268	1016.1629948616	425.549688816071
chr1:88467110-88467623	1477.15143847466	1193.03369623423	1441.77649021149	298.282492160797
chr1:88527318-88527683	986.25087928772	758.600965797901	805.08797121048	628.381783485413
chr1:88641239-88641876	6098.43608427048	2857.98877191544	4223.83101654053	3479.96796369553
chr1:88646160-88646646	2817.85804033279	2116.29226130247	1153.42149734497	2070.08404803276
chr1:88702794-88703171	519.07851099968	713.762111008167	708.199862480164	298.282492160797
chr1:88725415-88725789	1784.1511721611	600.559811711311	156.865116119385	0
chr1:88741737-88742233	2002.16104388237	1076.1554453373	749.722981452942	994.276976585388
chr1:88793259-88793932	4808.15399694443	3210.8243124485	3785.53235721588	4275.3874540329
chr1:88899141-88899685	1349.60634350777	1521.61354243755	807.393980026245	1789.69799280167
chr1:88928304-88928948	2131.19048190117	1930.31750321388	1780.88193798065	888.882827997208
chr1:88953820-88954392	2070.38548874855	1028.37674182653	1268.76196861267	1254.77701973915
chr1:88974979-88975285	655.522724866867	679.948101639748	584.783925533295	540.886086463928
chr1:88984652-88985291	2372.93255329132	2148.63633561134	1613.63604211807	1292.55899190903
chr1:89116271-89116908	4814.08475804329	3329.90529358387	807.393980026245	497.137486934662
chr1:89149423-89150462	10681.1610198021	8625.41932725906	7575.66704559326	5206.0351061821
chr1:89161258-89162338	4883.79167342186	2888.12480032444	2519.07064962387	2372.34312748909
chr1:89196972-89197719	5929.36503839493	5539.55517488718	5039.29650449753	3082.25847482681
chr1:89202288-89202835	1606.17951524258	1320.20212209225	1906.60421419144	1292.55899190903
chr1:89239086-89239733	2940.95374238491	2214.05784201622	1614.7894859314	2087.98151016235
chr1:89268442-89269118	3572.74781382084	2158.19273293018	1750.89301872253	1399.94137430191
chr1:89294166-89294588	719.295328259468	1182.0071054697	1234.15987014771	795.420980453491
chr1:89333316-89333953	1141.97398781776	812.997870206833	1618.24974584579	1690.27098417282
chr1:89348996-89349660	1942.83835530281	1128.3464884758	576.709985733032	1093.70347261429
chr1:89356880-89357647	5533.38427555561	4218.6194267869	4400.30124425888	2825.73402953148
chr1:89406229-89406946	2805.98936653137	1255.51599371433	1086.52211380005	1459.59859752655
chr1:89412446-89413500	2528.65648090839	3532.05420643091	1326.43296718597	2992.77271389961
chr1:89445119-89445649	1260.62102913857	917.378792643547	1073.83499479294	1093.70448589325
chr1:89450523-89451224	3971.69736099243	2168.48283112049	1960.81445217133	2187.40850687027
chr1:89458046-89459090	19287.4854546785	15418.2828843594	17947.2317552567	14287.7520406246
chr1:89464346-89464896	1705.54705858231	1801.6788470149	1259.53561019897	1085.74978542328
chr1:89487347-89487891	2378.86283493042	2134.67112278938	1431.39518594742	1789.69700336456
chr1:89488238-89488802	1763.38579750061	1989.12370550632	2667.86394643784	1417.83861613274
chr1:89506677-89507203	2303.23080790043	1767.12973916531	1041.53873491287	1988.55397701263
chr1:89530727-89531320	2298.77553582191	1903.85509371758	2099.22689914703	1332.3299908638
chr1:89551426-89551810	778.618529438972	698.324900865555	317.190492153168	646.279233694077
chr1:89591478-89592136	2702.18022084236	2078.80340969563	2678.24324798584	2350.47079849243
chr1:89668725-89669185	719.295328259468	1173.18609499931	802.780300140381	1115.57754588127
chr1:89728229-89728846	2966.16560220718	2712.44355487823	1960.81697940826	3169.75341463089
chr1:89737249-89737729	1569.10197758675	1087.18179410696	461.367988586426	202.832094669342
chr1:89740037-89740508	2076.31855607033	1167.3059797287	701.279342651367	397.710990905762
chr1:89750901-89751382	1112.31253147125	574.83197915554	115.341997146606	994.276976585388
chr1:89765239-89765781	1945.80535030365	1625.99480164051	1974.65699386597	2509.55488634109
chr1:89823711-89824280	1245.7897400856	720.377720594406	1499.44748878479	894.848990440369
chr1:89902461-89902992	210.597364187241	655.691270112991	334.491791725159	0
chr1:89916529-89916874	1139.00770568848	1204.05948150158	1201.86435127258	791.444120883942
chr1:89920320-89920852	2054.06986629963	1387.09487169981	1271.06980991364	604.520205497742
chr1:89948746-89949309	1260.62005162239	771.832889318466	1280.29716968536	723.8331823349
chr1:89981498-89982086	5561.5605711937	3669.5131701231	4036.97004318237	2386.26399040222
chr1:89983838-89984186	1922.07619643211	1318.73102140427	747.41614151001	594.576434373856
chr1:89989817-89990835	7700.15821623802	4872.10329222679	4538.71216535568	3320.8833527565
chr1:90011030-90011458	1526.09314799309	1363.57061874866	1114.20419311523	2318.65287160873
chr1:90013132-90013616	3360.66738152504	2022.20153051615	1211.09097003937	397.710490226746
chr1:90056337-90056782	519.07851099968	1015.87898004055	745.109301567078	695.992982387543
chr1:90064552-90065029	1110.82894480228	967.363669633865	1301.05922985077	198.854994773865
chr1:90071281-90071846	3132.26797437668	2796.24073767662	2666.70799922943	2616.9347949028
chr1:90073715-90074301	2298.77958297729	2166.27823185921	2483.31574964523	2286.83549165726
chr1:90081446-90082017	1063.37089645863	1041.60664337873	423.305129528046	0
chr1:90098053-90099151	11501.3132479191	8601.8916144371	10965.5664072037	9553.00906515121
chr1:90123351-90123917	1260.620033741	1445.90076166391	2941.22397899628	2187.40948438644
chr1:90137398-90138231	5963.47909879684	5069.10809963942	4482.19406223297	5995.49003767967
chr1:90152904-90153229	2184.58439338207	1696.56307345629	1316.05318880081	789.455354452133
chr1:90157885-90158706	6599.72156882286	7869.75886380672	8090.09933853149	9489.37395238876
chr1:90190144-90191086	9386.43587911129	7183.19464099407	5159.25094461441	5611.69939947128
chr1:90203550-90204027	2820.82276201248	2188.32896250486	2024.25407648087	1988.55351209641
chr1:90204497-90205242	4820.02366018295	4647.1677532196	4941.25523471832	5023.08520412445
chr1:90219993-90220502	1349.60581898689	1212.88085281849	588.244185447693	202.832094669342
chr1:90223161-90223596	652.556720972061	1143.78232324123	1624.01632118225	576.679484844208
chr1:90228304-90229159	5709.87219750881	4317.85634183884	4797.08169603348	5854.29763221741
chr1:90265047-90265462	889.85002040863	664.512268662453	897.360737800598	1209.04092359543
chr1:90270178-90270634	2036.26985800266	1054.10307562351	1987.34361219406	1405.90732836723
chr1:90273822-90274275	1204.26327455044	1120.9948644042	980.407476425171	347.996240854263
chr1:90286218-90287240	6460.31300234795	3943.69679367542	5350.71634435654	1849.35386657715
chr1:90308394-90309937	10105.7274360657	8348.28937232494	8941.31722164154	6450.86915540695
chr1:90321108-90321438	611.030784606934	577.772331595421	749.722981452942	568.726228237152
chr1:90331392-90332072	5055.82877314091	3183.63127702475	2515.61098432541	3181.68698549271
chr1:90338923-90339682	1978.43307232857	1433.40474069118	1815.48453712463	1391.98697805405
chr1:90359571-90360187	5482.95164573193	4028.97190010548	3806.29396438599	2982.83044099808
chr1:90372078-90372624	5554.14491355419	4001.7692322731	4376.07549095154	3615.18834638596
chr1:90373254-90373686	4201.57320392132	3224.05379080772	2361.05270814896	2175.47716522217
chr1:90374467-90375001	7448.04485797882	4352.40079981089	3808.59579753876	2487.68004965782
chr1:90376261-90376826	6786.58663654327	5887.98328399658	6777.50536060333	7091.18375253677
chr1:90383429-90384139	2776.33132863045	2090.56490206718	1140.73235177994	695.992481708527
chr1:90408407-90409077	5213.03480875492	3851.80913448334	3427.96614551544	2593.0739440918
chr1:90411204-90411951	5046.92384195328	3675.39738124609	3572.14172315598	3485.93264627457
chr1:90418508-90419221	5413.25308680534	3113.79272675514	3609.05364179611	2527.45251488686
chr1:90427483-90428698	9589.61948537827	8340.20691311359	9919.41747665405	8049.66127490997
chr1:90437007-90437607	2660.64960217476	2710.97196030617	3107.31748008728	2087.98197507858
chr1:90440534-90441159	2103.01311516762	1219.49610179663	2145.36214828491	1028.0808236599
chr1:90444222-90444752	3200.49400949478	1696.56245815754	2662.09884929657	2443.92944741249
chr1:90460192-90461154	12723.3740569353	7886.66884952784	9764.86172771454	6271.89564275742
chr1:90473397-90473930	302.549327373505	890.916362524033	2149.97637653351	2752.15867090225
chr1:90641054-90641692	2298.77957701683	765.952555418015	740.495621681213	795.42099237442
chr1:90701838-90702263	148.308002948761	413.84987694025	764.717441082001	0
chr1:90868590-90869176	3762.57807004452	2647.75361967087	2379.5084528923	2581.14000463486
chr1:90953938-90954539	593.23251247406	220.523798465729	1083.06135320663	695.992481708527
chr1:91233625-91234047	1997.71583306789	808.586940169334	115.341997146606	497.138488292694
chr1:91234391-91234836	1349.6053481102	876.214312434196	226.070314407349	369.870790958405
chr1:91316523-91317567	2349.20345497131	3622.46811163425	3261.87368202209	2376.32021546364
chr1:91391544-91392183	2727.39152014256	2637.46315258741	2603.27087831497	1903.04482722282
chr1:91439850-91440436	2129.70946097374	2154.51704031229	1614.78846073151	298.282492160797
chr1:91486803-91488109	11372.2792675495	10804.1887278557	10967.8771605492	8465.27468705177
chr1:91540943-91541569	5543.76243019104	2541.16802048683	1441.7754650116	2416.09142112732
chr1:91546119-91546785	5190.79114198685	3568.80992531776	288.354992866516	198.854994773865
chr1:91557436-91558423	2988.41179668903	1617.17368960381	346.025991439819	1889.12597894669
chr1:91563766-91564283	1383.71667158604	1042.34221112728	1268.76347064972	397.710490226746
chr1:91585963-91587273	5481.47805023193	4573.66214168072	5753.26685237885	4525.95110034943
chr1:91630754-91631243	2002.16253995895	1681.125823915	607.852324962616	894.849479198456
chr1:91801124-91801578	1152.35569226742	808.586451411247	519.038987159729	795.421004295349
chr1:91852566-91853362	55541.4950430393	29917.7248001099	39620.0000762939	42555.1030158997
chr1:91869789-91870608	4911.9685857296	2871.2174052	2685.16324329376	2807.8360786438
chr1:91883799-91884304	1334.77653264999	918.848490715027	807.393980026245	1093.70449781418
chr1:91966151-91967268	8311.19719004631	7109.68061161041	7155.82460784912	6470.75336122513
chr1:91991888-91992601	2283.94840180874	782.859886825085	1807.41009664536	797.409029722214
chr1:92002665-92003383	2573.14921021461	2037.63805103302	2117.68107032776	2386.26348972321
chr1:92018545-92018937	2221.65876078606	1298.88429522514	352.946511268616	1340.2855386734
chr1:92020789-92021279	1278.41798353195	1379.74363559484	2873.17220067978	743.719314575195
chr1:92021681-92022131	2476.74663543701	1360.63140803576	958.4919962883	1391.98799133301
chr1:92034980-92035809	6156.27340567112	4381.07124328613	4370.31230115891	2901.3014190197
chr1:92043798-92044226	1784.14928090572	1972.95221471786	3069.25061559677	2087.98049688339
chr1:92047985-92049280	10790.9141805172	6624.52912580967	10203.1578359604	7986.0277838707
chr1:92074369-92074950	2817.85807609558	3160.83891391754	3324.15991020203	2386.26497983932
chr1:92101173-92101812	1631.39204382896	1352.54511296749	922.735977172852	695.993483066559
chr1:92116174-92116918	14041.8322188854	8797.42596280575	8309.23718833923	7556.50691986084
chr1:92158936-92159517	2595.39252519608	1348.13516223431	1326.43396854401	1425.79233908653
chr1:92165048-92166232	8592.97969222069	4181.13127374649	4114.25306749344	2696.47833681107
chr1:92178590-92179425	6377.25666761398	6603.21099865437	6151.19681406021	4319.13772535324
chr1:92191405-92192164	6857.77023124695	5407.23745679855	6885.92395019531	6936.07752466202
chr1:92196590-92197460	5254.55764484406	3849.60552036762	1651.69840049744	2905.27952027321
chr1:92197951-92198507	3411.09105348587	3244.63447892666	3196.13224840164	2499.61080098152
chr1:92202260-92203037	8741.29638266563	5625.55775046349	6844.40777206421	6731.25491142273
chr1:92206852-92207318	2924.63699054718	1693.62181329727	770.484540939331	1127.50883364677
chr1:92219793-92220248	1408.92903804779	1218.76051020622	805.087640762329	692.016407012939
chr1:92223191-92223936	1631.3910484314	2164.07236599922	3063.48599529266	2827.72241544724
chr1:92234406-92234894	519.079011678696	1238.60825359821	1199.55677032471	882.917678833008
chr1:92240024-92240493	1408.93105268478	1029.11033928394	1376.03152799606	894.848477840424
chr1:92246841-92247443	3104.09652125835	1955.31004607677	2145.3631734848	2684.54848527908
chr1:92255849-92256307	1800.46276044846	1115.85044431686	1750.89251804352	2038.26781749725
chr1:92261495-92261858	1139.00803279877	1409.88091993332	1333.3544883728	1216.99465465546
chr1:92270014-92270597	2863.83455216885	1971.48152333498	3207.66349172592	2161.55733370781
chr1:92295695-92296385	4226.78055763245	4733.90698075294	4077.34470129013	3034.53213644028
chr1:92300702-92301076	1892.41437649727	1675.24452280998	836.229479312897	1292.56048202515
chr1:92304910-92305454	2439.66763198376	1623.05403161049	1850.08768463135	1996.50667476654
chr1:92310410-92311170	9521.3845717907	5308.00393337011	5122.34171724319	4555.77750277519
chr1:92316777-92317687	4855.61150884628	4556.02317202091	4209.98694896698	3082.25744962692
chr1:92329870-92330463	1973.98353660107	1425.31857454777	1911.21889543533	1292.55847930908
chr1:92337268-92337804	1643.25622344017	1105.55876886845	1787.80245780945	3579.39549684525
chr1:92350941-92351991	10697.4847884178	7094.97806978226	9485.73948287964	6084.97248411179
chr1:92356585-92357066	5116.63502454758	2938.84477365017	2267.62473678589	2783.97350311279
chr1:92359737-92360295	3683.97559499741	3556.31181240082	1557.11796283722	1320.39917993546
chr1:92361311-92361903	3707.70762562752	3310.0606135726	5413.00898599625	5176.2035844326
chr1:92366063-92366480	1779.70055937767	1520.143876791	1453.31066608429	556.793985366821
chr1:92389417-92390170	2524.20806217194	2258.1630988121	3893.95238018036	1292.5589799881
chr1:92443052-92443580	667.388021945953	807.116792082787	403.696990013123	298.282492160797
chr1:92495326-92496912	10694.5127686262	8241.7042671442	9543.40595149994	7431.22332596779
chr1:92502906-92503466	3255.36359131336	1383.41845107079	1384.10499095917	397.709989547729
chr1:92545632-92546484	7274.52386510372	5213.18090379238	4885.89408016205	3416.33620786667
chr1:92561797-92562323	1928.00858020782	1947.95895409584	660.910144329071	497.138488292694
chr1:92571132-92572119	3689.91084361076	2094.97583210468	2422.18444347382	3915.46388316154
chr1:92584147-92584893	2550.90475773811	1957.51580268145	1153.41997146606	1286.59335398674
chr1:92624407-92624714	827.560176372528	695.385168671608	288.354992866516	0
chr1:92635022-92635609	797.898557901382	740.960542440414	1447.54206418991	1922.93062901497
chr1:92650149-92650707	1655.12090563774	1709.05899405479	1855.85423612595	1391.98647737503
chr1:92676177-92677115	7821.77504873276	6246.70611071587	3141.91604995728	2187.40894794464
chr1:92740390-92740946	3792.24367010593	2452.95690816641	2301.07439279556	1376.07853841782
chr1:92742571-92743148	2960.23825097084	2931.49853849411	2463.70708560944	1881.1717710495
chr1:92764049-92764913	7624.52812933922	5442.52314865589	6865.15929412842	4500.09611344337
chr1:92794903-92795845	2659.16851890087	1653.92945706844	1211.0919713974	1690.26998281479
chr1:92822369-92822999	2892.01259613037	2241.98890626431	1651.69890117645	1093.70449781418
chr1:92876994-92877563	2169.75259792805	1470.15846669674	1276.83543157578	2326.60898208618
chr1:92909897-92910460	1672.91793012619	1781.83135902882	2777.4419002533	2406.15046739578
chr1:92952106-92952760	1446.00642204285	2065.57124316692	922.735977172852	616.451485157013
chr1:92970606-92971157	2163.81934654713	1831.81635814905	795.859780311584	799.398080348969
chr1:93049361-93050469	5751.39150643349	3380.62872475386	4412.98786258698	3579.39743995667
chr1:93070083-93070628	2070.38424515724	1380.47814142704	461.367988586426	1193.13200712204
chr1:93175284-93176083	3460.0302208662	4153.19533646107	3516.78104543686	3645.01941800117
chr1:93194166-93194674	1260.62104105949	992.356491088867	115.341997146606	0
chr1:93218272-93218801	2344.75653421879	3257.86746615171	3010.42870044708	5072.80300450325
chr1:93219384-93219987	4355.81758010387	3129.96659982204	5814.39272260666	3223.44521450996
chr1:93249841-93251175	17144.4290065765	14117.185229063	14354.3258976936	12329.0286660194
chr1:93263381-93263962	2372.93457388878	1852.39953875542	2782.05552768707	2708.41106081009
chr1:93270170-93270814	7461.39150702953	5148.49425458908	6299.99156665802	6325.58451247215
chr1:93285979-93286331	2254.28602862358	1004.8528701067	1072.68190908432	365.894001483917
chr1:93288311-93288972	6599.72115755081	4573.65970242023	6955.12843608856	5846.34850502014
chr1:93297216-93298083	7390.20074498653	6060.73010861874	7922.84845972061	5806.56933307648
chr1:93309585-93310306	2725.90877652168	1396.65040373802	920.429137229919	497.137486934662
chr1:93324464-93324854	1134.55860614777	701.265216827393	1181.10205078125	497.137987613678
chr1:93348513-93349135	775.651856780052	1280.50766181946	1372.57076740265	934.619839191437
chr1:93367157-93367955	1260.62053442001	1615.70479619503	281.43447303772	485.20618724823
chr1:93374715-93375516	7928.55497646332	5198.4709597826	6371.49900341034	4975.36105298996
chr1:93382351-93382963	4952.01638436317	2858.72351789474	2697.85036230087	3281.11296892166
chr1:93383143-93383598	1936.90703654289	807.116794109344	2332.21775722504	3372.58574581146
chr1:93390128-93390511	1030.74274528027	530.727661371231	243.37161397934	320.156541585922
chr1:93400121-93400735	667.387020587921	771.832921504974	2727.84078359604	1660.44221043587
chr1:93406040-93406495	1121.21051692963	838.726171791553	628.613884449005	1215.00554394722
chr1:93415798-93416557	3870.84391355515	3546.01716119051	2206.4944319725	2107.86599636078
chr1:93416667-93417331	3012.1400758028	2880.03779816628	3382.9843287468	3808.07824015617
chr1:93425868-93427757	13866.8287336826	11471.6447476745	11130.5149078369	8578.62315320969
chr1:93433582-93434219	2800.0618185997	2509.5598834157	5083.12391233444	4649.23435544968
chr1:93473447-93474031	2122.2925349474	1959.72169744968	3855.88458585739	2783.97545814514
chr1:93479751-93480204	2174.20039391518	1877.39078497887	403.696990013123	596.56548500061
chr1:93481064-93482116	3439.27027666569	3755.51816904545	3882.41169548035	1391.98696613312
chr1:93527649-93528116	691.116795778275	885.035722494125	985.020655632019	795.421481132507
chr1:93544489-93545127	6309.03223466873	3600.41702222824	4482.19838571548	4269.42187452316
chr1:93547158-93547687	3623.17245733738	2552.92819911242	2216.8752117157	2883.40246677399
chr1:93605535-93606056	913.579306840897	1321.6722433567	871.985498428345	1026.09279823303
chr1:93645067-93646599	22565.103736639	16806.1210105419	19024.5224699974	16105.2988331318
chr1:93661966-93662339	1238.37496614456	893.120812654495	406.003829956055	176.98094534874
chr1:93687488-93687780	657.00595510006	499.854321479797	865.065779685974	397.710490226746
chr1:93720663-93721184	2002.16254591942	2266.98504602909	2537.52596378326	1857.30670022964
chr1:93770226-93770866	2544.97535014153	1124.67102956772	1824.71139621735	2020.37078809738
chr1:93778629-93779084	148.308002948761	882.094877958298	980.407977104187	1690.26999473572
chr1:93790237-93790990	5259.01447153091	3221.11593139172	3418.73784446716	3535.64654874802
chr1:93794217-93795138	4920.86938524246	3584.24392914772	4523.71668052673	3822.00004482269
chr1:93803811-93804565	4916.42379820347	4814.76939439774	6678.31181526184	5398.92074942589
chr1:93811060-93811727	3795.21476471424	2920.4673473835	3355.29876852036	3064.35903382301
chr1:93848056-93848543	1991.7820109129	1062.18894451857	851.223938941956	198.854994773865
chr1:93905759-93906300	1818.26008224487	257.277747988701	1201.86461162567	497.137486934662
chr1:93913408-93914107	2488.61388492584	1685.53728812933	1449.84890413284	809.341330766678
chr1:93919431-93919887	2042.20639574528	740.224954664707	795.859780311584	198.854994773865
chr1:93937347-93937751	148.308002948761	220.523899793625	1096.90289354324	1099.67015790939
chr1:93984950-93985437	1444.52332925797	873.273852586746	965.412516117096	1042.00204515457
chr1:94017978-94018803	3384.39967262745	3288.74265193939	2540.98569917679	2654.71929478645
chr1:94032867-94033508	6267.50950312614	5232.29337501526	5365.71128082275	4510.0352101326
chr1:94045314-94046074	7096.55861389637	5288.15473270416	5331.10818099976	8322.09697961807
chr1:94053696-94054260	3188.62657546997	3102.03138589859	2318.37516784668	1312.4449801445
chr1:94060871-94061288	1168.66957259178	1392.23992013931	908.895438194275	198.854994773865
chr1:94071339-94071978	6246.74194169044	4970.60689043999	5889.37000370026	3181.68648481369
chr1:94073385-94073960	3853.05129003525	3917.97418546677	1386.41080570221	1224.94928312302
chr1:94080676-94081822	9269.27145719528	7394.89448451996	6574.50239658356	5766.80598258972
chr1:94089277-94089844	3683.98251891136	3209.35418534279	4286.11469364166	1586.86610269547
chr1:94091100-94091594	4422.55817699432	3947.36959505081	2697.85241270065	3169.75169229507
chr1:94127641-94128472	4529.33619689941	3332.849157691	4018.51522827148	2207.2949719429
chr1:94129956-94130654	7258.20771670341	5291.82885861397	3919.32512998581	3350.71216583252
chr1:94134926-94135345	3255.36668479443	2330.19599497318	2872.02078342438	3489.91461873055
chr1:94135698-94136101	2596.87511050701	1692.88719820976	3873.19087839127	1694.24810600281
chr1:94137663-94138167	2892.0156121254	2522.79251945019	3418.74235057831	1789.69848155975
chr1:94146202-94146920	4652.42873954773	4475.89887207747	5590.63588571548	3479.96695041656
chr1:94147067-94147598	3304.31064295769	2546.31273937225	3114.23447132111	2517.50708961487
chr1:94158480-94159312	6679.80159783363	6240.82314014435	5016.22350358963	4416.57948327065
